-0.774596669241483,-0.258198889747161,-0.258198889747161,0,0,0,0.516397779494322
-0.632455532033676,0,0,-0.316227766016838,-0.316227766016838,0,0.632455532033676
-0.577350269189626,0,0,0,0,-0.577350269189626,0.577350269189626
0,0,0,0,0,0,-1
0,0,0,-1,0,0,0
0,-1,0,0,0,0,0
-1,0,0,0,0,0,0
-0.816496580927726,-0.408248290463863,0,0,0,0,0.408248290463863
-0.577350269189626,0,0,-0.577350269189626,0,0,0.577350269189626
0,1,0,0,0,0,0
0,0,1,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,0,1,0
0.816496580927726,0.408248290463863,0,0,0,0,-0.408248290463863
0.577350269189626,0,0,0.577350269189626,0,0,-0.577350269189626
1,0,0,0,0,0,0
